Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age
38,"A SchÃ¤tzle, M Przyjaciel-Zablocki, ...","PigSPARQL: A SPARQL Query Processing Baseline for Big Data.",2013,"â€¦Â (Posters & Demos)","researchgate.net","https://www.researchgate.net/profile/Alexander_Schaetzle/publication/270901991_PigSPARQL_a_SPARQL_query_processing_baseline_for_big_data/links/54b932460cf253b50e28fecf/PigSPARQL-a-SPARQL-query-processing-baseline-for-big-data.pdf","https://scholar.google.com/scholar?cites=8326605177187655148&as_sdt=2005&sciodt=0,5&hl=en",38,"2019-07-21 18:19:59","PDF","","","",,,,,38,6.33,13,3,6
2,"S Davtyan, KM Konwar, AA Shvartsman","Brief announcement: Self-stabilizing resource discovery algorithm",2013,"Proceedings of the 2013 ACMÂ â€¦","dl.acm.org","https://dl.acm.org/citation.cfm?id=2484278","https://scholar.google.com/scholar?cites=18143935143774464806&as_sdt=2005&sciodt=0,5&hl=en",38,"2019-07-21 18:19:59","","","","",,,,,2,0.33,1,3,6
77,"Y Nenov, R Piro, B Motik, I Horrocks, Z Wu, ...","RDFox: A highly-scalable RDF store",2015,"International SemanticÂ â€¦","Springer","https://link.springer.com/chapter/10.1007/978-3-319-25010-6_1","https://scholar.google.com/scholar?cites=14672568325247725915&as_sdt=2005&sciodt=0,5&hl=en",38,"2019-07-21 18:19:59","","","","",,,,,77,19.25,13,6,4
63,"JA Mills, C Teplitsky, B Arroyo, A Charmantier, ...","Archiving primary data: solutions for long-term studies",2015,"Trends in Ecology &Â â€¦","Elsevier","https://www.sciencedirect.com/science/article/pii/S0169534715001858","https://scholar.google.com/scholar?cites=1526030935596415761&as_sdt=2005&sciodt=0,5&hl=en",38,"2019-07-21 18:19:59","","","","",,,,,63,15.75,13,5,4
3,"A Gaignard, J Montagnat, ...","Semantic Federation of Distributed Neurodata",2012,"MICCAI Workshop onÂ â€¦","hal.archives-ouvertes.fr","https://hal.archives-ouvertes.fr/hal-00746765/","https://scholar.google.com/scholar?cites=13460995391854010541&as_sdt=2005&sciodt=0,5&hl=en",38,"2019-07-21 18:19:59","","","","",,,,,3,0.43,1,3,7
7,"L Wu, Y Wei, B Du, L Chen, Y Wang, Y Li, J Zhao, ...","Freshness determination of royal jelly by analyzing decomposition products of adenosine triphosphate",2015,"Lwt-Food Science andÂ â€¦","Elsevier","https://www.sciencedirect.com/science/article/pii/S002364381500225X","https://scholar.google.com/scholar?cites=7849171952882336084&as_sdt=2005&sciodt=0,5&hl=en",38,"2019-07-21 18:19:59","","","","",,,,,7,1.75,1,8,4
26,"G Piao, JG Breslin","Exploring dynamics and semantics of user interests for user modeling on Twitter for link recommendations",2016,"Proceedings of the 12th International Conference onÂ â€¦","dl.acm.org","https://dl.acm.org/citation.cfm?id=2993332","https://scholar.google.com/scholar?cites=13306490965612664775&as_sdt=2005&sciodt=0,5&hl=en",38,"2019-07-21 18:19:59","","","","",,,,,26,8.67,13,2,3
1,"G Gossen, T Risse, E Demidova","Towards extracting event-centric collections from Web archives",2018,"International Journal on Digital Libraries","Springer","https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s00799-018-0258-6&casa_token=w12drb23qIQAAAAA:s6t9AKsQaDXAxycBv7GjKd3AuMb4J5bZF2vLxvJnhmOR4rhbuD93FOk7BpA6Aw0R9E9lMPhAVusBppQUF40","https://scholar.google.com/scholar?cites=17764433012817213228&as_sdt=2005&sciodt=0,5&hl=en",38,"2019-07-21 18:19:59","HTML","","","",,,,,1,1.00,0,3,1
3,"S Gao, T Scharrenbach, JU Kietz, ...","Running out of Bindings? Integrating Facts and Events in Linked Data Stream Processing.",2015,"SSN-TC/OrdRingÂ â€¦","pdfs.semanticscholar.org","https://pdfs.semanticscholar.org/a822/cad7cacc94e52fcb76a43cd9067d91c236e9.pdf","https://scholar.google.com/scholar?cites=14186553941528262304&as_sdt=2005&sciodt=0,5&hl=en",38,"2019-07-21 18:19:59","PDF","","","",,,,,3,0.75,1,4,4
12,"R Dieng","Conflict management in knowledge acquisition1",1995,"AI EDAM","cambridge.org","https://www.cambridge.org/core/journals/ai-edam/article/conflict-management-in-knowledge-acquisition1/43C0AF527471E1994598AFBA97D87947","https://scholar.google.com/scholar?cites=14239566991383399934&as_sdt=2005&sciodt=0,5&hl=en",38,"2019-07-21 18:19:59","","","","",,,,,12,0.50,12,1,24
1,"U Akhtar, MB Amin, S Lee","Evaluating scheduling strategies in LOD based application",2017,"2017 19th Asia-Pacific NetworkÂ â€¦","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8094122/","https://scholar.google.com/scholar?cites=12711051492060820688&as_sdt=2005&sciodt=0,5&hl=en",38,"2019-07-21 18:19:59","","","","",,,,,1,0.50,0,3,2
2585,"T Heath, C Bizer","Linked data: Evolving the web into a global data space",2011,"Synthesis lectures on the semantic webÂ â€¦","morganclaypool.com","https://www.morganclaypool.com/doi/abs/10.2200/s00334ed1v01y201102wbe001","https://scholar.google.com/scholar?cites=16409124193467273882&as_sdt=2005&sciodt=0,5&hl=en",38,"2019-07-21 18:19:59","","","","",,,,,2585,323.13,1293,2,8
3,"J Zhang, Z Li, F Xia, S Tang, X Shen, ...","Cooperative scheduling for adaptive duty cycling in asynchronous sensor networks",2015,"The ComputerÂ â€¦","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8131358/","https://scholar.google.com/scholar?cites=11004368125705314139&as_sdt=2005&sciodt=0,5&hl=en",38,"2019-07-21 18:19:59","","","","",,,,,3,0.75,1,6,4
3,"M Cermak, J Dokulil, F Zavoral","Sparql compiler for bobox",2010,"Fourth International ConferenceÂ â€¦","researchgate.net","https://www.researchgate.net/profile/Filip_Zavoral/publication/267946181_SPARQL_Compiler_for_Bobox/links/555efbed08ae9963a11448ff/SPARQL-Compiler-for-Bobox.pdf","https://scholar.google.com/scholar?cites=7567999093708956232&as_sdt=2005&sciodt=0,5&hl=en",38,"2019-07-21 18:19:59","PDF","","","",,,,,3,0.33,1,3,9
24,"E Pisani, P Aaby, JG Breugelmans, D Carr, T Groves, ...","Beyond open data: realising the health benefits of sharing data",2016,"Bmj","bmj.com","https://www.bmj.com/content/355/bmj.i5295","https://scholar.google.com/scholar?cites=9335617504746697226&as_sdt=2005&sciodt=0,5&hl=en",38,"2019-07-21 18:19:59","","","","",,,,,24,8.00,4,6,3
12,"M Maruyama, S Douglas, ...","Design teams as change agents: Diplomatic design in the open data movement",2013,"2013 46th HawaiiÂ â€¦","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6480066/","https://scholar.google.com/scholar?cites=6137488340489788941&as_sdt=2005&sciodt=0,5&hl=en",38,"2019-07-21 18:19:59","","","","",,,,,12,2.00,4,3,6
3,"F Michel, CF Zucker, J Montagnat","Mapping-based SPARQL access to a MongoDB database",2016,"","hal.archives-ouvertes.fr","https://hal.archives-ouvertes.fr/hal-01245883/","https://scholar.google.com/scholar?cites=9440540849900144077&as_sdt=2005&sciodt=0,5&hl=en",38,"2019-07-21 18:19:59","","","","",,,,,3,1.00,1,3,3
4,"M Meimaris","EvoGen: a Generator for Synthetic Versioned RDF.",2016,"EDBT/ICDT Workshops","pdfs.semanticscholar.org","https://pdfs.semanticscholar.org/8c4a/b7404296f6367c4cbd62499456b7ad3980f1.pdf","https://scholar.google.com/scholar?cites=3666524043734425641&as_sdt=2005&sciodt=0,5&hl=en",38,"2019-07-21 18:19:59","PDF","","","",,,,,4,1.33,4,1,3
50,"V Gay, P Leijdekkers","Bringing health and fitness data together for connected health care: mobile apps as enablers of interoperability",2015,"Journal of medical Internet research","jmir.org","https://www.jmir.org/2015/11/e260","https://scholar.google.com/scholar?cites=14338187231356739715&as_sdt=2005&sciodt=0,5&hl=en",38,"2019-07-21 18:19:59","HTML","","","",,,,,50,12.50,25,2,4
30,"L Lefort, J Bobruk, A Haller, K Taylor, ...","A linked sensor data cube for a 100 year homogenised daily temperature dataset",2012,"Proceedings of the 5thÂ â€¦","researchgate.net","https://www.researchgate.net/profile/Laurent_Lefort/publication/267263194_A_Linked_Sensor_Data_Cube_for_a_100_Year_Homogenised_daily_temperature_dataset/links/54f261ef0cf24eb879482f85.pdf","https://scholar.google.com/scholar?cites=9806179193439091210&as_sdt=2005&sciodt=0,5&hl=en",38,"2019-07-21 18:19:59","PDF","","","",,,,,30,4.29,6,5,7
3,"V Christophides","Resource description framework (rdf) schema (rdfs)",2009,"Encyclopedia of Database Systems","Springer","https://link.springer.com/content/pdf/10.1007/978-0-387-39940-9_1319.pdf","https://scholar.google.com/scholar?cites=17396062716396726253&as_sdt=2005&sciodt=0,5&hl=en",39,"2019-07-21 18:19:59","","","","",,,,,3,0.30,3,1,10
4,"MI Ali, A Mileo","How Good Is Your SPARQL Endpoint?",2014,"OTM Confederated International Conferences"" On theÂ â€¦","Springer","https://link.springer.com/chapter/10.1007/978-3-662-45563-0_29","https://scholar.google.com/scholar?cites=16984605660095783724&as_sdt=2005&sciodt=0,5&hl=en",39,"2019-07-21 18:19:59","","","","",,,,,4,0.80,2,2,5
731,"SS Ishtiaq, PW O'hearn","BI as an assertion language for mutable data structures",2001,"ACM SIGPLAN Notices","dl.acm.org","https://dl.acm.org/citation.cfm?id=375719","https://scholar.google.com/scholar?cites=18222359054142515632&as_sdt=2005&sciodt=0,5&hl=en",39,"2019-07-21 18:19:59","","","","",,,,,731,40.61,366,2,18
808,"GH Fredrickson, FS Bates","Dynamics of block copolymers: Theory and experiment",1996,"Annual Review of Materials Science","annualreviews.org","https://www.annualreviews.org/doi/pdf/10.1146/annurev.ms.26.080196.002441?casa_token=lg68Wm5JuzgAAAAA:FTV2CxyXSCQ0F-GOFKYHD1tfX_wGEtDHEgSyH44oNNS-VVq8i65hXY6GBjb0Wvtwi1qec8ng1FNU_p8","https://scholar.google.com/scholar?cites=3059386754664556434&as_sdt=2005&sciodt=0,5&hl=en",39,"2019-07-21 18:19:59","PDF","","","",,,,,808,35.13,404,2,23
49,"A Rula, M Palmonari, A Harth, S StadtmÃ¼ller, ...","On the diversity and availability of temporal information in linked open data",2012,"International SemanticÂ â€¦","Springer","https://link.springer.com/chapter/10.1007/978-3-642-35176-1_31","https://scholar.google.com/scholar?cites=13324857562753673383&as_sdt=2005&sciodt=0,5&hl=en",39,"2019-07-21 18:19:59","","","","",,,,,49,7.00,10,5,7
37,"E Curry","System of systems information interoperability using a linked dataspace",2012,"2012 7th International Conference on System ofÂ â€¦","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6384200/","https://scholar.google.com/scholar?cites=13324930147181128409&as_sdt=2005&sciodt=0,5&hl=en",39,"2019-07-21 18:19:59","","","","",,,,,37,5.29,37,1,7
1,"C Lampert","Looking at linked open data from a digital asset management perspective",2017,"Journal of Digital Media Management","ingentaconnect.com","https://www.ingentaconnect.com/content/hsp/jdmm/2017/00000006/00000002/art00006","https://scholar.google.com/scholar?cites=10561762242650921901&as_sdt=2005&sciodt=0,5&hl=en",39,"2019-07-21 18:19:59","","","","",,,,,1,0.50,1,1,2
139,"P Plessers, O De Troyer","Ontology change detection using a version log",2005,"International Semantic Web Conference","Springer","https://link.springer.com/chapter/10.1007/11574620_42","https://scholar.google.com/scholar?cites=5750464214230742914&as_sdt=2005&sciodt=0,5&hl=en",39,"2019-07-21 18:19:59","","","","",,,,,139,9.93,70,2,14
22,"J De Bruijn, E Franconi, S Tessaris","Logical reconstruction of RDF and ontology languages",2005,"International Workshop on PrinciplesÂ â€¦","Springer","https://link.springer.com/chapter/10.1007/11552222_7","https://scholar.google.com/scholar?cites=7988683986549377306&as_sdt=2005&sciodt=0,5&hl=en",39,"2019-07-21 18:19:59","","","","",,,,,22,1.57,7,3,14
1,"G FitzPatrick","Calendaring and scheduling with XML-RDF",2001,"XML Conference and Exposition, Orlando, Fl","Citeseer","http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.200.6790&rep=rep1&type=pdf","https://scholar.google.com/scholar?cites=16238633702275470987&as_sdt=2005&sciodt=0,5&hl=en",39,"2019-07-21 18:19:59","PDF","","","",,,,,1,0.06,1,1,18
4,"A Benedek, G Lajos","Building Augmented Knowledge Architectures: Requirements for Collaboration Platforms of NextGen Concept Organization Tools",2012,"Proceedings of ICERI2012 Conference 19thÂ â€¦","researchgate.net","https://www.researchgate.net/profile/Gyuri_Lajos2/publication/280235986_BUILDING_AUGMENTED_KNOWLEDGE_ARCHITECTURES_REQUIREMENTS_FOR_COLLABORATION_PLATFORMS_OF_NEXT-_GEN_CONCEPT_ORGANIZATION_TOOLS/links/55ae7a0e08aed9b7dcdd9f17.pdf","https://scholar.google.com/scholar?cites=4733132532517938569&as_sdt=2005&sciodt=0,5&hl=en",39,"2019-07-21 18:19:59","PDF","","","",,,,,4,0.57,2,2,7
22,"E Serral, P Valderas, V Pelechano","Supporting runtime system evolution to adapt to user behaviour",2010,"International Conference on AdvancedÂ â€¦","Springer","https://link.springer.com/chapter/10.1007/978-3-642-13094-6_30","https://scholar.google.com/scholar?cites=12970736243800516070&as_sdt=2005&sciodt=0,5&hl=en",39,"2019-07-21 18:19:59","","","","",,,,,22,2.44,7,3,9
2,"Z Zhongyuan","Research on modeling precision and standard of 3D digital city",2012,"Procedia Environmental Sciences","Elsevier","https://www.sciencedirect.com/science/article/pii/S1878029612003131","https://scholar.google.com/scholar?cites=45881489408120739&as_sdt=2005&sciodt=0,5&hl=en",39,"2019-07-21 18:19:59","","","","",,,,,2,0.29,2,1,7
123,"E Ebrahimi, O Mutlu, YN Patt","Techniques for bandwidth-efficient prefetching of linked data structures in hybrid prefetching systems",2009,"2009 IEEE 15th InternationalÂ â€¦","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/4798232/","https://scholar.google.com/scholar?cites=8772734489439062131&as_sdt=2005&sciodt=0,5&hl=en",39,"2019-07-21 18:19:59","","","","",,,,,123,12.30,41,3,10
112,"M Janssen, A Zuiderwijk","Infomediary business models for connecting open data providers and users",2014,"Social Science Computer Review","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0894439314525902?casa_token=ky2shFn832UAAAAA:qaNInzeoQljlFIqgdqcOm4VSpRs3TFpkSCmnLMYCfkxk1DgPHHkEPaWnx2ZhfGPXjXXYpG2J5HXPJkY","https://scholar.google.com/scholar?cites=15260847429334163555&as_sdt=2005&sciodt=0,5&hl=en",39,"2019-07-21 18:19:59","","","","",,,,,112,22.40,56,2,5
6,"K Gersmann, B Hammer","A reinforcement learning algorithm to improve scheduling search heuristics with the svm",2004,"â€¦Â on Neural Networks (IEEE Cat. NoÂ â€¦","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/1380883/","https://scholar.google.com/scholar?cites=10249798975625302762&as_sdt=2005&sciodt=0,5&hl=en",39,"2019-07-21 18:19:59","","","","",,,,,6,0.40,3,2,15
252,"G Tummarello, R Cyganiak, M Catasta, ...","Sig. ma: Live views on the web of data",2010,"Web Semantics: ScienceÂ â€¦","Elsevier","https://www.sciencedirect.com/science/article/pii/S1570826810000624","https://scholar.google.com/scholar?cites=7597535617928740851&as_sdt=2005&sciodt=0,5&hl=en",39,"2019-07-21 18:19:59","","","","",,,,,252,28.00,63,4,9
11,"J Debattista, C Lange, S Scerri, ...","Linked'Big'Data: towards a manifold increase in big data value and veracity",2015,"2015 IEEE/ACM 2ndÂ â€¦","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7406335/","https://scholar.google.com/scholar?cites=6153231756504550842&as_sdt=2005&sciodt=0,5&hl=en",39,"2019-07-21 18:19:59","","","","",,,,,11,2.75,3,4,4
282,"C Wilkerson, H Gao, AR Alameldeen, Z Chishti, ...","Trading off cache capacity for reliability to enable low voltage operation",2008,"ACM SIGARCHÂ â€¦","dl.acm.org","https://dl.acm.org/citation.cfm?id=1382139","https://scholar.google.com/scholar?cites=288532975952208279&as_sdt=2005&sciodt=0,5&hl=en",39,"2019-07-21 18:19:59","","","","",,,,,282,25.64,56,5,11
7,"G Papastefanatos","Challenges and Opportunities in the Evolving Data web",2013,"International Conference on Conceptual Modeling","Springer","https://link.springer.com/chapter/10.1007/978-3-319-14139-8_4","https://scholar.google.com/scholar?cites=12781137231233638090&as_sdt=2005&sciodt=0,5&hl=en",39,"2019-07-21 18:19:59","","","","",,,,,7,1.17,7,1,6
2,"M Say","Can open data work for the private sector",2013,"Tulostettu","","","https://scholar.google.com/scholar?cites=10020688083432496597&as_sdt=2005&sciodt=0,5&hl=en",39,"2019-07-21 18:19:59","CITATION","","","",,,,,2,0.33,2,1,6
12,"L Shao, Y Duan, X Sun, H Gao, D Zhu, W Miao","Answering Who/When, What, How, Why through Constructing Data Graph, Information Graph, Knowledge Graph and Wisdom Graph.",2017,"SEKE","pdfs.semanticscholar.org","https://pdfs.semanticscholar.org/9a37/bdc1e947fd703ba8593acd028515285493dd.pdf","https://scholar.google.com/scholar?cites=18395507230143468337&as_sdt=2005&sciodt=0,5&hl=en",39,"2019-07-21 18:19:59","PDF","","","",,,,,12,6.00,2,6,2
32,"G Montoya, ME Vidal, O Corcho, E Ruckhaus, ...","Benchmarking federated SPARQL query engines: Are existing testbeds enough?",2012,"International SemanticÂ â€¦","Springer","https://link.springer.com/chapter/10.1007/978-3-642-35173-0_21","https://scholar.google.com/scholar?cites=7426308369090649198&as_sdt=2005&sciodt=0,5&hl=en",39,"2019-07-21 18:19:59","","","","",,,,,32,4.57,6,5,7
4,"S NeÅ¡iÄ‡, AE Rizzoli, IN Athanasiadis","Publishing and linking semantically annotated agro-environmental resources to LOD with aGROPub",2011,"Research Conference on MetadataÂ â€¦","Springer","https://link.springer.com/chapter/10.1007/978-3-642-24731-6_47","https://scholar.google.com/scholar?cites=16139492599896092189&as_sdt=2005&sciodt=0,5&hl=en",39,"2019-07-21 18:19:59","","","","",,,,,4,0.50,1,3,8
1,"K Kjernsmo","Addendum to a survey of HTTP caching on the Semantic Web",2015,"Research report http://urn. nb. no/URN: NBN: no-35645","duo.uio.no","https://www.duo.uio.no/bitstream/handle/10852/43339/2/report.pdf","https://scholar.google.com/scholar?cites=12426398550039520281&as_sdt=2005&sciodt=0,5&hl=en",39,"2019-07-21 18:19:59","PDF","","","",,,,,1,0.25,1,1,4
0,"S Wang, H Wu, JH Kim, E Andersen","Adaptive Learning Material Recommendation in Online Language Education",2019,"arXiv preprint arXiv:1905.10893","arxiv.org","https://arxiv.org/abs/1905.10893","",39,"2019-07-21 18:19:59","","","","",,,,,0,0.00,0,4,1
198,"DA Greenberg, P Abreu, SE Hodge","The power to detect linkage in complex disease by means of simple LOD-score analyses",1998,"The American Journal of HumanÂ â€¦","Elsevier","https://www.sciencedirect.com/science/article/pii/S0002929707613901","https://scholar.google.com/scholar?cites=3536522825213296098&as_sdt=2005&sciodt=0,5&hl=en",39,"2019-07-21 18:19:59","HTML","","","",,,,,198,9.43,66,3,21
374,"M Morita, A Al-Chalabi, PM Andersen, B Hosler, ...","A locus on chromosome 9p confers susceptibility to ALS and frontotemporal dementia",2006,"Neurology","AAN Enterprises","https://n.neurology.org/content/66/6/839.short","https://scholar.google.com/scholar?cites=1831516363063777691&as_sdt=2005&sciodt=0,5&hl=en",39,"2019-07-21 18:19:59","","","","",,,,,374,28.77,75,5,13
5,"L Chen, J Jakubowicz","Inferring bike trip patterns from bike sharing system open data",2015,"â€¦Â Conference on Big Data (Big Data)","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7364115/","https://scholar.google.com/scholar?cites=6086514757268821820&as_sdt=2005&sciodt=0,5&hl=en",39,"2019-07-21 18:19:59","","","","",,,,,5,1.25,3,2,4
43,"A Goknil, I Kurtev, K Van Den Berg","Change impact analysis based on formalization of trace relations for requirements",2008,"â€¦Â Workshop (ECMDA-TW)","researchgate.net","https://www.researchgate.net/profile/Joao_Araujo3/publication/232179892_A_Model-Driven_Traceability_Framework_to_Software_Product_Line_Development/links/0912f50b633770961c000000/A-Model-Driven-Traceability-Framework-to-Software-Product-Line-Development.pdf#page=59","https://scholar.google.com/scholar?cites=578582598541952417&as_sdt=2005&sciodt=0,5&hl=en",39,"2019-07-21 18:19:59","PDF","","","",,,,,43,3.91,14,3,11
62,"C Bonfil, J SoberÃ³n","Quercus rugosa seedling dynamics in relation to its reâ€introduction in a disturbed Mexican landscape",1999,"Applied Vegetation Science","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.2307/1478982","https://scholar.google.com/scholar?cites=7953274920466488188&as_sdt=2005&sciodt=0,5&hl=en",39,"2019-07-21 18:19:59","","","","",,,,,62,3.10,31,2,20
1,"T Pellegrini, C Dirschl, K Eck","Linked data business cube: a systematic approach to semantic web business models",2014,"Proceedings of the 18th InternationalÂ â€¦","dl.acm.org","https://dl.acm.org/citation.cfm?id=2676489","https://scholar.google.com/scholar?cites=977946614614368831&as_sdt=2005&sciodt=0,5&hl=en",39,"2019-07-21 18:19:59","","","","",,,,,1,0.20,0,3,5
73,"J Umbrich, K Hose, M Karnstedt, A Harth, A Polleres","Comparing data summaries for processing live queries over linked data",2011,"World Wide Web","Springer","https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s11280-010-0107-z&casa_token=HGdcGI2hKo0AAAAA:obRbNvP6HhaicR20F2DAQq3l3F96vpdtSb3OdPFKiqQfUaknSDh-CE_g1T99NB_N3njH5q7WS8InufGNWqo","https://scholar.google.com/scholar?cites=996530160437887853&as_sdt=2005&sciodt=0,5&hl=en",39,"2019-07-21 18:19:59","","","","",,,,,73,9.13,15,5,8
10,"A Antonini, L Vignaroli, C Schifanella, ...","MeSoOnTV: a media and social-driven ontology-based TV knowledge management system",2013,"Proceedings of the 24thÂ â€¦","dl.acm.org","https://dl.acm.org/citation.cfm?id=2481518","https://scholar.google.com/scholar?cites=6837041560806462907&as_sdt=2005&sciodt=0,5&hl=en",39,"2019-07-21 18:19:59","","","","",,,,,10,1.67,3,4,6
5,"J JarolÃ­mek, R Martinec","Analysis of open data availability in Czech republic agrarian sector",2016,"â€¦Â on-line Papers in Economics andÂ â€¦","ageconsearch.umn.edu","https://ageconsearch.umn.edu/record/245884/","https://scholar.google.com/scholar?cites=11322245468571349512&as_sdt=2005&sciodt=0,5&hl=en",39,"2019-07-21 18:19:59","","","","",,,,,5,1.67,3,2,3
23,"B Adrian, J Hees, I Herman, M Sintek, ...","Epiphany: Adaptable rdfa generation linking the web of documents to the web of data",2010,"International ConferenceÂ â€¦","Springer","https://link.springer.com/chapter/10.1007/978-3-642-16438-5_13","https://scholar.google.com/scholar?cites=8983303878269512642&as_sdt=2005&sciodt=0,5&hl=en",39,"2019-07-21 18:19:59","","","","",,,,,23,2.56,5,5,9
43,"TA Williams, GJ Dobb, JC Finn, ...","Data linkage enables evaluation of long-term survival after intensive care",2006,"â€¦Â and intensive care","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0310057X0603400316","https://scholar.google.com/scholar?cites=7846604352770305754&as_sdt=2005&sciodt=0,5&hl=en",39,"2019-07-21 18:19:59","","","","",,,,,43,3.31,11,4,13
5,"P Ristoski, H Paulheim, V SvÃ¡tek, ...","The Linked Data Mining Challenge 2015.",2015,"KNOW@ LOD","pdfs.semanticscholar.org","https://pdfs.semanticscholar.org/8f01/f79fa1212468f1b7020ea7c2989d75ca5026.pdf","https://scholar.google.com/scholar?cites=17126035558776000605&as_sdt=2005&sciodt=0,5&hl=en",39,"2019-07-21 18:19:59","PDF","","","",,,,,5,1.25,1,4,4
20,"QJ Groom, P Desmet, S Vanderhoeven, ...","The importance of open data for invasive alien species research, policy and management",2015,"â€¦Â of Biological Invasions","data.inbo.be","https://data.inbo.be/pureportal/files/8919629/Groom_etal_2015_ManagementBiologicalInvasions.pdf","https://scholar.google.com/scholar?cites=7611104401067575521&as_sdt=2005&sciodt=0,5&hl=en",39,"2019-07-21 18:19:59","PDF","","","",,,,,20,5.00,5,4,4
43,"S Magliacane, A Bozzon, E Della Valle","Efficient execution of top-k SPARQL queries",2012,"International Semantic WebÂ â€¦","Springer","https://link.springer.com/chapter/10.1007/978-3-642-35176-1_22","https://scholar.google.com/scholar?cites=15313620493805458027&as_sdt=2005&sciodt=0,5&hl=en",39,"2019-07-21 18:19:59","","","","",,,,,43,6.14,14,3,7
21,"S Choudhury, K Agarwal, S Purohit, ...","Nous: Construction and querying of dynamic knowledge graphs",2017,"2017 IEEE 33rdÂ â€¦","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7930125/","https://scholar.google.com/scholar?cites=8084445955965626687&as_sdt=2005&sciodt=0,5&hl=en",39,"2019-07-21 18:19:59","","","","",,,,,21,10.50,5,4,2
17,"M Wendt, M Gerlach, H DÃ¼wiger","Linguistic modeling of linked open data for question answering",2012,"Extended Semantic Web Conference","Springer","https://link.springer.com/chapter/10.1007/978-3-662-46641-4_8","https://scholar.google.com/scholar?cites=9912116089069879570&as_sdt=2005&sciodt=0,5&hl=en",39,"2019-07-21 18:19:59","","","","",,,,,17,2.43,6,3,7
4,"A Zielinski, J Bock","A case study on the use of semantic web technologies for learner guidance",2015,"Proceedings of the 24th International Conference onÂ â€¦","dl.acm.org","https://dl.acm.org/citation.cfm?id=2743047","https://scholar.google.com/scholar?cites=4102211871620036298&as_sdt=2005&sciodt=0,5&hl=en",39,"2019-07-21 18:19:59","","","","",,,,,4,1.00,2,2,4
41,"SD Chen, AK Soh, FJ Ke","Molecular dynamics modeling of diffusion bonding",2005,"Scripta Materialia","Elsevier","https://www.sciencedirect.com/science/article/pii/S1359646205000746","https://scholar.google.com/scholar?cites=18208924905622583997&as_sdt=2005&sciodt=0,5&hl=en",39,"2019-07-21 18:19:59","","","","",,,,,41,2.93,14,3,14
5,"A Fujii, S Egami, H Shimizu","EDI support with LOD",2014,"2013 Linked Data in Practice WorkshopÂ â€¦","ceur-ws.org","http://ceur-ws.org/Vol-1192/Proceedings.pdf#page=31","https://scholar.google.com/scholar?cites=9491834930755645368&as_sdt=2005&sciodt=0,5&hl=en",39,"2019-07-21 18:19:59","PDF","","","",,,,,5,1.00,2,3,5
26,"V Sirocchi, G Caprioli, C Cecchini, ...","Biogenic amines as freshness index of meat wrapped in a new active packaging system formulated with essential oils of Rosmarinus officinalis",2013,"â€¦Â journal of foodÂ â€¦","Taylor & Francis","https://www.tandfonline.com/doi/abs/10.3109/09637486.2013.809706?casa_token=KBjxLpneWQgAAAAA:HV8M_E-dBZ0QD38gkWN9ArmHPnbeOr5T_vZNzhE06ZtDaDOmvAl4Ar55cwsNhUj94dtXXHWRkj-uJRs","https://scholar.google.com/scholar?cites=4945778101533182270&as_sdt=2005&sciodt=0,5&hl=en",39,"2019-07-21 18:19:59","","","","",,,,,26,4.33,7,4,6
80,"A Zuiderwijk, N Helbig, JR Gil-GarcÃ­a, ...","Special issue on innovation through open data: Guest editors' introduction",2014,"Journal of theoreticalÂ â€¦","scielo.conicyt.cl","https://scielo.conicyt.cl/scielo.php?pid=S0718-18762014000200001&script=sci_arttext&tlng=en","https://scholar.google.com/scholar?cites=14054145792774493742&as_sdt=2005&sciodt=0,5&hl=en",39,"2019-07-21 18:19:59","HTML","","","",,,,,80,16.00,20,4,5
0,"B ZWANEVELD","Structuring rnathematical knowledge and skills by rneans of knowledge graphs",,"researchgate.net","","https://www.researchgate.net/profile/Bert_Zwaneveld/publication/250891366_Structuring_mathematical_knowledge_and_skills_by_means_of_knowledge_graphs/links/57712a2208ae10de639dc760.pdf","",39,"2019-07-21 18:19:59","PDF","","","",,,,,0,0.00,0,1,
